# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
19427at8509	Complete	scaffold_4	27480571	27541294	-	9049	1864
47963at8509	Complete	scaffold_1	337811816	337870884	+	4986	1780
33207at8509	Complete	scaffold_3	118381569	118552463	+	7621	1855
19964at8509	Complete	scaffold_1	261538277	261607700	-	8980	1920
55629at8509	Complete	scaffold_5	46514334	46618678	+	8894	1898
24303at8509	Complete	scaffold_3	61109344	61195323	-	9708	1916
40001at8509	Complete	scaffold_2	254704374	254732081	+	9855	1907
16682at8509	Complete	scaffold_1	48680244	48721170	+	9451	1917
32241at8509	Complete	scaffold_4	3871491	3932311	+	8716	1782
53661at8509	Complete	scaffold_2	233782481	233847019	-	8346	1915
52501at8509	Duplicated	scaffold_6	162443688	162466493	-	7519	1820
52501at8509	Duplicated	scaffold_138	114560	157905	+	7370	1820
39729at8509	Complete	scaffold_4	1384251	1397726	-	5954	1743
52290at8509	Complete	scaffold_2	292249547	292563160	+	9944	1767
37480at8509	Complete	scaffold_3	221124489	221332571	-	8638	1431
37549at8509	Complete	scaffold_6	125426465	125542756	-	8210	1817
43094at8509	Complete	scaffold_1	343399135	343498815	+	9096	1860
8200at8509	Complete	scaffold_3	197229195	197587219	-	9672	1897
57369at8509	Complete	scaffold_3	21117171	21257108	-	8293	1888
22992at8509	Complete	scaffold_8	32072349	32292113	+	9603	1870
54136at8509	Complete	scaffold_4	193362143	193386795	-	6408	1821
56035at8509	Complete	scaffold_4	46592854	46666910	+	4754	1776
33851at8509	Complete	scaffold_2	110134971	110260695	+	6981	1863
10156at8509	Complete	scaffold_1	146974535	146994409	+	9443	1848
11735at8509	Complete	scaffold_1	89735703	89815372	+	9589	1880
48457at8509	Complete	scaffold_1	82333026	82368697	-	6281	1893
36080at8509	Complete	scaffold_7	99871240	99997957	+	8286	1862
10740at8509	Complete	scaffold_1	120046435	120299616	+	9572	1864
15796at8509	Complete	scaffold_4	183136755	183268343	+	8844	1872
18906at8509	Complete	scaffold_1	189693824	189795007	+	9593	1872
28509at8509	Complete	scaffold_3	19318458	19430763	-	8010	1808
35217at8509	Complete	scaffold_5	119719298	120079587	+	9259	1843
44494at8509	Complete	scaffold_1	181833539	181947245	+	7803	1829
40751at8509	Complete	scaffold_2	67885770	67997667	+	7963	1811
47304at8509	Complete	scaffold_6	146037682	146104691	-	9344	1818
10622at8509	Complete	scaffold_3	46159371	46228257	+	9245	1845
20238at8509	Complete	scaffold_3	56073183	56137397	+	5892	907
23264at8509	Complete	scaffold_2	181354100	181424154	-	9665	1867
28883at8509	Complete	scaffold_4	30565881	30621289	-	9382	1816
26476at8509	Complete	scaffold_2	274808998	274878608	+	8856	1838
57208at8509	Complete	scaffold_7	33390695	33454595	+	7279	1760
16029at8509	Complete	scaffold_5	85819247	85868564	+	8907	1841
30968at8509	Complete	scaffold_5	159164942	159346495	+	8520	1822
60412at8509	Complete	scaffold_5	113020833	113124909	-	8150	1780
40241at8509	Complete	scaffold_5	182145406	182214679	-	9123	1803
34435at8509	Complete	scaffold_5	197483023	197490227	-	7398	1728
50210at8509	Complete	scaffold_4	100383807	100391289	+	5684	1440
24197at8509	Complete	scaffold_1	288677897	288777397	-	8756	1808
35996at8509	Complete	scaffold_1	102319346	102700930	+	9283	1242
44326at8509	Complete	scaffold_3	34511784	34543478	+	8695	1812
8116at8509	Complete	scaffold_2	66236086	66383817	-	2661	893
19309at8509	Complete	scaffold_1	309006290	309151373	-	9071	1819
18376at8509	Complete	scaffold_8	25190253	25322198	-	9197	370
40970at8509	Complete	scaffold_5	153136628	153184350	+	8137	1776
27112at8509	Complete	scaffold_5	118630622	118718683	-	9438	1818
54863at8509	Complete	scaffold_4	83058931	83104983	-	7145	1530
39873at8509	Complete	scaffold_5	58804186	58838867	+	6697	1806
40064at8509	Complete	scaffold_7	19634003	19699320	-	3270	1821
54236at8509	Complete	scaffold_4	103666458	103686049	+	8087	1774
58822at8509	Complete	scaffold_7	11700477	11747496	+	8912	1843
12283at8509	Complete	scaffold_1	146611785	146656088	-	8338	1804
55855at8509	Complete	scaffold_5	88331399	88391898	-	5136	1698
40031at8509	Complete	scaffold_2	283996875	284134837	-	7220	1794
47157at8509	Complete	scaffold_2	330458930	330524779	+	8809	1791
48742at8509	Complete	scaffold_3	122804166	123032676	+	5774	1752
24557at8509	Complete	scaffold_3	76106710	76160590	+	9143	1737
19843at8509	Complete	scaffold_3	238571116	238625209	+	8770	1792
58889at8509	Complete	scaffold_2	227340718	227506482	+	7882	1778
20367at8509	Complete	scaffold_4	57823620	57871677	+	8956	1768
31595at8509	Complete	scaffold_4	224867252	224934830	-	8472	1757
42379at8509	Complete	scaffold_4	14044177	14084537	+	6090	1677
20444at8509	Complete	scaffold_5	51863854	51950088	+	9135	1781
44869at8509	Complete	scaffold_1	305932708	306023217	+	5837	1756
43507at8509	Complete	scaffold_8	68410247	68440845	-	4266	1784
46329at8509	Complete	scaffold_1	227435862	227494388	-	7412	1738
8680at8509	Complete	scaffold_2	68013635	68076228	+	8145	1768
27651at8509	Complete	scaffold_6	137737827	137876580	-	7646	1773
33489at8509	Complete	scaffold_1	371118039	371275614	+	8641	1752
28735at8509	Complete	scaffold_1	84113656	84174019	-	8663	1772
44428at8509	Complete	scaffold_2	212029084	212060292	+	7579	1743
42621at8509	Complete	scaffold_5	37080085	37142106	+	7517	1754
40082at8509	Complete	scaffold_1	113882802	113950385	+	8177	1798
55359at8509	Complete	scaffold_2	202226842	202261297	-	4685	1762
55377at8509	Complete	scaffold_4	28033118	28060967	+	5325	1678
31824at8509	Complete	scaffold_1	263659050	263719284	+	9040	1754
23571at8509	Complete	scaffold_1	82669133	82740246	-	8855	1737
5030at8509	Complete	scaffold_5	154126847	154212592	-	8305	1716
56290at8509	Complete	scaffold_7	90201885	90400105	-	5989	1765
15193at8509	Complete	scaffold_1	381232262	381305404	+	8501	1747
36127at8509	Complete	scaffold_1	148097177	148221927	+	7560	1726
54853at8509	Complete	scaffold_4	158818339	158840246	+	5788	848
25160at8509	Complete	scaffold_4	69799761	69835530	+	6860	1689
11309at8509	Complete	scaffold_1	410786191	410816256	-	8980	1726
41411at8509	Complete	scaffold_1	142334381	142365875	+	4090	1582
2346at8509	Complete	scaffold_1	62794820	62975042	+	6943	1674
24781at8509	Complete	scaffold_2	124008219	124083178	-	8686	1735
44829at8509	Complete	scaffold_1	175015090	175069466	+	8075	1727
47667at8509	Complete	scaffold_3	30353830	30687491	-	8293	1648
54370at8509	Complete	scaffold_7	104955981	104982459	+	6174	1683
33809at8509	Complete	scaffold_4	33843914	33855720	-	8271	1701
56713at8509	Complete	scaffold_6	11016793	11050231	-	8587	1474
20100at8509	Complete	scaffold_5	161489410	161565386	+	8357	1717
35827at8509	Complete	scaffold_7	88642159	88730215	-	6898	1703
46228at8509	Complete	scaffold_3	267078530	267107811	-	5029	683
60774at8509	Complete	scaffold_1	226909256	227164013	+	8843	1701
29695at8509	Complete	scaffold_1	41280087	41408772	+	8670	1710
28260at8509	Complete	scaffold_2	358665646	358718517	+	8282	1700
32430at8509	Complete	scaffold_7	62922757	63009326	+	8370	1711
23420at8509	Complete	scaffold_5	137573680	137599446	+	8682	1687
25837at8509	Complete	scaffold_7	72771373	72838166	+	7510	1708
17167at8509	Complete	scaffold_6	119674633	119714226	+	7032	1682
44021at8509	Complete	scaffold_7	6222487	6245031	+	7055	1684
52267at8509	Complete	scaffold_5	119115031	119247195	+	5325	1677
36814at8509	Complete	scaffold_4	100455919	100469451	+	5698	1651
40809at8509	Complete	scaffold_1	219271072	219378603	+	5904	457
20190at8509	Complete	scaffold_5	199205680	199254714	-	8487	1687
20652at8509	Complete	scaffold_1	124617491	124656715	-	7248	1687
6535at8509	Complete	scaffold_1	430884734	430990227	+	8700	1673
10093at8509	Complete	scaffold_1	330090945	330148590	-	7567	1668
42959at8509	Complete	scaffold_6	14635511	14699875	+	7572	1670
52322at8509	Complete	scaffold_3	249379449	249391951	+	7756	1676
26643at8509	Complete	scaffold_1	347392328	347459288	-	8570	1676
37902at8509	Complete	scaffold_2	115448220	115508904	+	8551	1684
47186at8509	Complete	scaffold_1	325213903	325385459	-	5061	1538
27360at8509	Complete	scaffold_4	52735063	52768259	+	5900	1673
56064at8509	Complete	scaffold_4	76482666	76499219	+	5913	1620
14656at8509	Complete	scaffold_3	62832341	62917761	-	7477	1656
28358at8509	Complete	scaffold_1	89115318	89204124	-	8003	1681
59632at8509	Complete	scaffold_5	55999706	56019407	-	3997	1490
7255at8509	Complete	scaffold_7	40922437	41009658	+	7022	804
15138at8509	Complete	scaffold_4	93662550	93718290	+	8500	1677
60538at8509	Complete	scaffold_5	38659650	38721310	+	8438	1654
35559at8509	Complete	scaffold_1	81048310	81187785	+	6875	1679
60912at8509	Complete	scaffold_1	226742135	226908420	-	8260	1675
44765at8509	Complete	scaffold_5	38300604	38382461	+	7848	1701
14097at8509	Complete	scaffold_3	238244068	238504869	-	7809	1569
32674at8509	Complete	scaffold_1	78175159	78223222	+	7138	1622
4683at8509	Complete	scaffold_6	59028388	59343259	+	8916	1658
60219at8509	Complete	scaffold_4	59609964	59624417	+	6230	1484
23102at8509	Complete	scaffold_2	343503293	343662172	+	8096	1658
45489at8509	Complete	scaffold_3	88011927	88077385	+	8139	1627
40467at8509	Complete	scaffold_5	145028484	145130175	-	7546	1631
28627at8509	Complete	scaffold_4	14748846	14819224	-	7623	1643
34783at8509	Complete	scaffold_8	89364917	89554628	-	8235	1649
49341at8509	Complete	scaffold_1	37993758	38060250	+	7883	1626
12455at8509	Complete	scaffold_1	212800681	212873271	-	8152	1638
52549at8509	Complete	scaffold_2	240221942	240276434	+	8565	1640
48458at8509	Complete	scaffold_4	14837858	14872454	-	3045	1569
14978at8509	Complete	scaffold_1	420389579	420550368	+	8324	800
39104at8509	Complete	scaffold_4	35391288	35418606	-	7027	1621
40673at8509	Complete	scaffold_3	150978163	151033418	-	6715	1649
48164at8509	Complete	scaffold_8	97449870	97477341	-	7444	1591
9839at8509	Complete	scaffold_3	208330274	208425585	-	8388	1629
31594at8509	Complete	scaffold_1	352506370	352579498	-	7922	1606
52052at8509	Complete	scaffold_1	133187890	133225630	-	7386	1581
19868at8509	Complete	scaffold_1	358903260	359153994	+	8488	1592
29534at8509	Complete	scaffold_5	130337572	130452704	-	6883	1604
