# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
31366at8509	Complete	group14	25730497	25777900	+	6891	2170
8614at8509	Complete	group2	161908103	162176146	-	10311	2203
42627at8509	Complete	group16	11764805	11844541	-	9842	2276
45856at8509	Complete	group1	132503975	132538336	+	10660	2148
53169at8509	Complete	group5	60554376	60585275	-	8205	2288
37050at8509	Complete	group1	110711944	110745314	-	7049	2181
43764at8509	Complete	group13	35504384	35703600	+	9547	2037
19879at8509	Complete	group1	76265763	76315902	-	10176	2203
16157at8509	Complete	group2	185221223	185293475	+	10051	2171
41508at8509	Complete	group3	52273658	52403234	-	8685	2131
19721at8509	Complete	group14	347616	461599	+	10939	1611
27305at8509	Complete	group8	19408942	19451466	-	8459	2144
59089at8509	Complete	group14	39233156	39257053	-	9413	1977
15354at8509	Complete	group19	5692867	5743532	-	10579	2083
33772at8509	Complete	group8	17706128	17831946	-	8861	2070
8125at8509	Complete	group1	14391110	14440591	-	10903	2125
53009at8509	Complete	group2	18653589	18726893	-	7848	1350
28437at8509	Complete	group1	108728697	108743003	+	9667	2042
45149at8509	Complete	group6	88363054	88665675	+	10444	2108
49013at8509	Complete	group1	168341531	168452301	+	6262	1125
23167at8509	Complete	group2	88671205	88679509	-	5397	1902
54479at8509	Complete	group5	77177249	77241087	+	9685	1794
23160at8509	Complete	group9	18955624	19097124	+	10792	2084
36754at8509	Complete	group3	53226500	53280683	-	10291	1000
14306at8509	Complete	group6	76886652	77076406	+	10278	2092
10200at8509	Complete	group4	104958457	105093312	+	9841	2036
18146at8509	Complete	group2	78905369	79013398	+	9527	2104
21912at8509	Complete	group1	161058316	161100976	+	10191	1961
44939at8509	Complete	group9	31232113	31379417	-	8502	2069
44784at8509	Complete	group1	134251406	134274192	+	10378	2123
10971at8509	Complete	group5	92049885	92101530	-	9543	2071
31346at8509	Complete	group7	62025300	62114291	-	10216	2059
50689at8509	Complete	group6	24426208	24515914	+	10195	1975
27330at8509	Complete	group1	108214028	108271628	-	9190	2061
38055at8509	Complete	group20	3652329	3699675	+	6898	1822
50886at8509	Complete	group9	64409592	64443483	-	8110	2024
19640at8509	Complete	group1	18434530	18524815	+	10311	1895
26451at8509	Complete	group8	27882841	27928597	-	10399	2065
54631at8509	Complete	group2	139529634	139579106	+	7101	1979
24725at8509	Complete	group16	29301569	29605826	+	10100	2055
53148at8509	Duplicated	ptg000439l	107562	178480	-	3454	1252
53148at8509	Duplicated	group12	19616316	19687017	+	3432	1252
53148at8509	Duplicated	group12	19912698	20042023	+	3553	1252
53148at8509	Duplicated	group12	19311427	19441010	+	3533	1252
24705at8509	Complete	group7	13068354	13187740	+	9633	2054
18432at8509	Complete	group6	2970505	3096113	-	10589	2054
48015at8509	Complete	group2	112751372	112757480	-	5967	1924
38344at8509	Complete	group19	26500808	26609825	-	9446	2031
30098at8509	Complete	group5	71006640	71070004	-	8783	2043
27617at8509	Complete	group9	60080011	60158631	-	9641	2030
28002at8509	Complete	group2	4574446	4647315	-	10237	2035
44833at8509	Complete	group10	78996208	79080746	-	9478	1975
27159at8509	Complete	group10	73387733	73478074	+	8301	2025
23021at8509	Complete	group10	76622459	76703311	+	9947	2020
34720at8509	Complete	group5	49978492	50026990	-	10010	2024
46647at8509	Complete	group8	67313838	67417558	-	8677	1876
52561at8509	Complete	group5	99870445	100060868	+	8102	2016
35311at8509	Complete	group6	14977995	15042877	-	8085	2007
48085at8509	Complete	group3	62893568	62951295	+	8024	2027
24038at8509	Complete	group9	30045466	30216578	-	9991	579
29999at8509	Complete	group10	83926111	84020556	-	10098	1950
43608at8509	Complete	group19	6518117	6589292	-	9275	2000
33047at8509	Complete	group13	39711034	39754738	+	9390	2008
29484at8509	Complete	group3	104759909	104877669	+	10092	1987
26609at8509	Complete	group5	125236440	125298413	-	7740	1888
48962at8509	Complete	group17	11824374	11893585	+	9851	1976
36865at8509	Fragmented	group1	183365956	183415244	+	7801	1564
45012at8509	Complete	group14	39657332	39720538	-	10044	1929
37621at8509	Complete	group14	13423510	13513873	+	9976	1984
38287at8509	Complete	group12	59971215	60138216	-	6418	1980
60310at8509	Complete	group1	140760135	140784849	-	6140	1853
49846at8509	Complete	group2	154704070	154720381	+	8589	2009
54946at8509	Complete	group13	53418873	53462548	+	8572	1935
17488at8509	Complete	group1	58386224	58463876	-	8078	1963
5575at8509	Complete	group5	87321936	87444303	-	10149	1968
53096at8509	Complete	group1	172560559	172567287	-	1686	1331
19706at8509	Complete	group17	25023797	25061026	+	10265	1961
56544at8509	Complete	group5	117303034	117387097	+	9215	1794
42067at8509	Complete	group1	140072517	140192294	-	8806	1966
34677at8509	Complete	group3	79656399	79731690	+	9491	1955
20474at8509	Complete	group10	88274077	88318370	+	8261	1944
28425at8509	Complete	group4	11555542	11646791	-	6179	1933
44402at8509	Complete	group13	31648079	31696060	-	9459	1958
49555at8509	Complete	group11	28218661	28238327	+	6979	1896
48910at8509	Complete	group12	80447234	80516657	-	7456	1931
52145at8509	Complete	group2	85940095	86066868	+	9882	1008
51608at8509	Complete	group4	77559369	77587754	-	5889	1951
53490at8509	Complete	group13	37364082	37401706	-	8379	1885
42500at8509	Complete	group1	108827749	108846156	+	9525	1909
51166at8509	Complete	group8	43835249	43867822	-	5431	1868
39628at8509	Complete	group2	17415749	17603955	-	7714	1933
13720at8509	Complete	group8	59035618	59096130	+	9888	1944
40587at8509	Complete	group1	133160219	133170744	+	7677	1894
54870at8509	Complete	group5	89185049	89221185	-	7075	1905
59846at8509	Complete	group2	86194055	86246822	-	9126	1915
40289at8509	Complete	group9	61314395	61372059	+	9497	1933
37165at8509	Complete	group4	36682408	36790930	+	9452	1931
16293at8509	Complete	group2	25168993	25213051	-	8712	1907
19427at8509	Complete	group1	67093055	67153778	-	9049	1864
47963at8509	Complete	group8	7853279	7912347	+	4986	1780
33207at8509	Complete	group3	115677215	115848109	+	7621	1855
19964at8509	Complete	group2	121671958	121741381	-	8980	1920
55629at8509	Complete	group7	53088075	53192419	-	8894	1898
24303at8509	Complete	group3	58404990	58490969	-	9708	1916
40001at8509	Complete	group14	58777099	58804806	+	9855	1907
16682at8509	Complete	group5	91158231	91199157	-	9451	1917
32241at8509	Complete	group1	168933087	168993907	-	8716	1782
53661at8509	Complete	group14	37855206	37919744	-	8346	1915
52501at8509	Duplicated	group17	8133742	8156547	+	7519	1820
52501at8509	Duplicated	ptg000699l	114560	157905	+	7370	1820
39729at8509	Complete	group1	161647564	161661039	-	5954	1743
52290at8509	Complete	group10	80398789	80712402	-	9944	1767
37480at8509	Complete	group9	57895334	58103416	-	8638	1431
37549at8509	Complete	group16	24312731	24429022	+	8210	1817
43094at8509	Complete	group8	13440598	13540278	+	9096	1860
8200at8509	Complete	group9	34000040	34358064	-	9672	1897
57369at8509	Complete	group3	18412817	18552754	-	8293	1888
22992at8509	Complete	group11	32126086	32345850	+	9603	1870
54136at8509	Complete	group1	12024533	12049185	+	6408	1821
56035at8509	Complete	group1	149488878	149562934	-	4754	1776
33851at8509	Complete	group6	85666480	85792204	-	6981	1863
10156at8509	Complete	group2	7108216	7128090	+	9443	1848
11735at8509	Complete	group5	50064029	50143698	-	9589	1880
48457at8509	Complete	group5	57510704	57546375	+	6281	1893
36080at8509	Complete	group4	117045959	117172676	-	8286	1862
10740at8509	Complete	group5	19579785	19832966	-	9572	1864
15796at8509	Complete	group19	13624995	13756583	-	8844	1872
18906at8509	Complete	group2	49827505	49928688	+	9593	1872
28509at8509	Complete	group3	16614104	16726409	-	8010	1808
35217at8509	Complete	group7	99102763	99463052	-	9259	1843
44494at8509	Complete	group2	41967220	42080926	+	7803	1829
40751at8509	Complete	group6	127929508	128041405	-	7963	1811
47304at8509	Complete	group16	3750796	3817805	+	9344	1818
10622at8509	Complete	group3	43455017	43523903	+	9245	1845
20238at8509	Complete	group3	53368829	53433043	+	5892	907
23264at8509	Complete	group6	14503021	14573075	+	9665	1867
28883at8509	Complete	group1	70178365	70233773	-	9382	1816
26476at8509	Complete	group14	78881723	78951333	+	8856	1838
57208at8509	Complete	group4	42754934	42818834	-	7279	1760
16029at8509	Complete	group7	13838189	13887506	-	8907	1841
30968at8509	Complete	group13	58931974	59113527	-	8520	1822
60412at8509	Complete	group7	106057441	106161517	+	8150	1780
40241at8509	Complete	group13	36063790	36133063	+	9123	1803
34435at8509	Complete	group13	20788242	20795446	+	7398	1728
50210at8509	Complete	group1	107046730	107054212	-	5684	1440
24197at8509	Complete	group2	148811578	148911078	-	8756	1808
35996at8509	Complete	group5	37178471	37560055	-	9283	1242
44326at8509	Complete	group3	31807430	31839124	+	8695	1812
8116at8509	Complete	group6	129543358	129691089	+	2661	893
19309at8509	Complete	group2	169139971	169285054	-	9071	1819
18376at8509	Complete	group11	25243990	25375935	-	9197	370
40970at8509	Complete	group13	65094119	65141841	-	8137	1776
27112at8509	Complete	group7	100463667	100551728	+	9438	1818
54863at8509	Complete	group1	141135495	141181547	-	7145	1530
39873at8509	Complete	group7	40867886	40902567	-	6697	1806
40064at8509	Complete	group4	56510209	56575526	+	3270	1821
54236at8509	Complete	group1	103751970	103771561	-	8087	1774
58822at8509	Complete	group4	64462033	64509052	-	8912	1843
12283at8509	Complete	group2	6745466	6789769	-	8338	1804
55855at8509	Complete	group7	11314855	11375354	+	5136	1698
40031at8509	Complete	group10	88827112	88965074	+	7220	1794
47157at8509	Complete	group10	42437170	42503019	-	8809	1791
48742at8509	Complete	group3	120099812	120328322	+	5774	1752
24557at8509	Complete	group3	73402356	73456236	+	9143	1737
19843at8509	Complete	group9	75341961	75396054	+	8770	1792
58889at8509	Complete	group14	31413443	31579207	+	7882	1778
20367at8509	Complete	group20	1831217	1879274	+	8956	1768
31595at8509	Complete	group18	10707476	10775054	-	8472	1757
42379at8509	Complete	group1	53656661	53697021	+	6090	1677
20444at8509	Complete	group7	47756665	47842899	-	9135	1781
44869at8509	Complete	group2	166066389	166156898	+	5837	1756
43507at8509	Complete	group11	68463984	68494582	-	4266	1784
46329at8509	Complete	group2	87569543	87628069	-	7412	1738
8680at8509	Complete	group6	127850947	127913540	-	8145	1768
27651at8509	Complete	group16	11978907	12117660	+	7646	1773
33489at8509	Complete	group8	41159502	41317077	+	8641	1752
28735at8509	Complete	group5	55705382	55765745	+	8663	1772
44428at8509	Complete	group14	16101809	16133017	+	7579	1743
42621at8509	Complete	group7	62564647	62626668	-	7517	1754
40082at8509	Complete	group5	25929016	25996599	-	8177	1798
55359at8509	Complete	group14	6299567	6334022	-	4685	1762
55377at8509	Complete	group1	67645602	67673451	+	5325	1678
31824at8509	Complete	group2	123792731	123852965	+	9040	1754
23571at8509	Complete	group5	57139155	57210268	+	8855	1737
5030at8509	Complete	group13	64065877	64151622	+	8305	1716
56290at8509	Complete	group4	126643811	126842031	+	5989	1765
15193at8509	Complete	group8	51273725	51346867	+	8501	1747
36127at8509	Complete	group2	8230858	8355608	+	7560	1726
54853at8509	Complete	group1	19199938	19221845	-	5788	848
25160at8509	Complete	group1	127876325	127912094	+	6860	1689
11309at8509	Complete	group8	80827654	80857719	-	8980	1726
41411at8509	Complete	group2	2468062	2499556	+	4090	1582
2346at8509	Complete	group5	76904359	77084581	-	6943	1674
24781at8509	Complete	group6	71843997	71918956	+	8686	1735
44829at8509	Complete	group2	35148771	35203147	+	8075	1727
47667at8509	Complete	group3	27649476	27983137	-	8293	1648
54370at8509	Complete	group4	112061457	112087935	-	6174	1683
33809at8509	Complete	group1	73456398	73468204	-	8271	1701
56713at8509	Complete	ptg000672l	550846	584284	-	8587	1474
20100at8509	Complete	group13	56713083	56789059	-	8357	1717
35827at8509	Complete	group4	128313701	128401757	+	6898	1703
46228at8509	Complete	group1	167262604	167291885	+	5029	683
60774at8509	Complete	group2	87042937	87297694	+	8843	1701
29695at8509	Complete	group5	98470629	98599314	-	8670	1710
28260at8509	Complete	group10	14243432	14296303	-	8282	1700
32430at8509	Complete	group4	13200203	13286772	-	8370	1711
23420at8509	Complete	group13	80679023	80704789	-	8682	1687
25837at8509	Complete	group4	3371363	3438156	-	7510	1708
17167at8509	Complete	group16	30141261	30180854	-	7032	1682
44021at8509	Complete	group4	69964498	69987042	-	7055	1684
52267at8509	Complete	group7	99935155	100067319	-	5325	1677
36814at8509	Complete	group1	106968568	106982100	-	5698	1651
40809at8509	Complete	group2	79404753	79512284	+	5904	457
20190at8509	Complete	group13	19023755	19072789	+	8487	1687
20652at8509	Complete	group5	15222686	15261910	+	7248	1687
6535at8509	Complete	group8	100926197	101031690	+	8700	1673
10093at8509	Complete	group8	132408	190053	-	7567	1668
42959at8509	Complete	group12	81621544	81685908	-	7572	1670
52322at8509	Complete	group9	86150294	86162796	+	7756	1676
26643at8509	Complete	group8	17433791	17500751	-	8570	1676
37902at8509	Complete	group6	80418271	80478955	-	8551	1684
47186at8509	Complete	group2	185347584	185519140	-	5061	1538
27360at8509	Complete	group1	143387529	143420725	-	5900	1673
56064at8509	Complete	group1	134559230	134575783	+	5913	1620
14656at8509	Complete	group3	60127987	60213407	-	7477	1656
28358at8509	Complete	group5	50675277	50764083	+	8003	1681
59632at8509	Complete	group7	43687346	43707047	+	3997	1490
7255at8509	Complete	group4	35199871	35287092	-	7022	804
15138at8509	Complete	group1	115790961	115846701	-	8500	1677
60538at8509	Complete	group7	60985443	61047103	-	8438	1654
35559at8509	Complete	group5	58691616	58831091	-	6875	1679
60912at8509	Complete	group2	86875816	87042101	-	8260	1675
44765at8509	Complete	group7	61324292	61406149	-	7848	1701
14097at8509	Complete	group9	75014913	75275714	-	7809	1569
32674at8509	Complete	group5	61656179	61704242	-	7138	1622
4683at8509	Complete	group12	36978160	37293031	-	8916	1658
60219at8509	Complete	group20	3617561	3632014	+	6230	1484
23102at8509	Complete	group10	29299777	29458656	-	8096	1658
45489at8509	Complete	group3	85307573	85373031	+	8139	1627
40467at8509	Complete	group13	73148294	73249985	+	7546	1631
28627at8509	Complete	group1	54361330	54431708	-	7623	1643
34783at8509	Complete	group11	89418654	89608365	-	8235	1649
49341at8509	Complete	group5	101819151	101885643	-	7883	1626
12455at8509	Complete	group2	72934362	73006952	-	8152	1638
52549at8509	Complete	group14	44294667	44349159	+	8565	1640
48458at8509	Complete	group1	54450342	54484938	-	3045	1569
14978at8509	Complete	group8	90431042	90591831	+	8324	800
39104at8509	Complete	group1	75003772	75031090	-	7027	1621
40673at8509	Complete	group3	148273809	148329064	-	6715	1649
48164at8509	Complete	group1	181790985	181818456	-	7444	1591
9839at8509	Complete	group9	45101119	45196430	-	8388	1629
31594at8509	Complete	group8	22547833	22620961	-	7922	1606
52052at8509	Complete	group5	6653771	6691511	+	7386	1581
19868at8509	Complete	group8	28944723	29195457	+	8488	1592
29534at8509	Complete	group13	87825765	87940897	+	6883	1604
32891at8509	Complete	group6	91056289	91100302	-	5467	1556
42898at8509	Complete	group1	182861016	182949981	-	5549	1180
51683at8509	Complete	group4	130665976	130970472	+	6474	1611
40288at8509	Complete	group3	62693757	62789165	+	6826	1571
54956at8509	Complete	group7	123946500	124052763	-	7761	1572
34551at8509	Complete	group2	56139996	56312679	-	7975	1609
34984at8509	Complete	group9	25545501	25581422	+	7080	1601
11829at8509	Complete	group13	69554593	69632971	+	8227	1611
31150at8509	Complete	group9	37476609	37557821	-	8085	1610
40039at8509	Complete	group18	5465486	5515303	-	7582	1582
31721at8509	Complete	group17	8543567	8548451	+	7702	1582
32813at8509	Complete	group14	37443613	37465668	-	8339	1498
59660at8509	Complete	group2	108400157	108432104	-	7220	1577
22126at8509	Complete	group12	3672693	3990017	+	7438	1609
22665at8509	Complete	group8	44919734	44969328	+	8336	1604
51587at8509	Complete	group13	46587668	46725957	-	7328	1529
12346at8509	Complete	group3	43262959	43386437	-	7699	1600
49746at8509	Complete	group5	107659053	107724463	-	4365	1599
41316at8509	Complete	group1	143216318	143237898	+	6627	1557
18507at8509	Complete	group11	69363245	69378502	-	7495	1599
38066at8509	Complete	group6	99913589	100084822	+	5689	1532
51535at8509	Complete	group1	91774288	91779067	-	7004	1585
28797at8509	Complete	group1	134233218	134251124	-	5075	1608
2478at8509	Complete	group3	160154262	160224678	+	7888	1529
53719at8509	Complete	group1	172491761	172507066	-	5066	1381
44406at8509	Complete	group3	49404980	49457156	+	7022	1595
50026at8509	Complete	group16	19201820	19239318	+	7713	1582
17424at8509	Complete	group11	32840415	32913908	-	8032	1585
18036at8509	Complete	group8	18314388	18343867	-	7725	1545
59432at8509	Complete	group8	104713424	104819942	-	6850	823
54551at8509	Complete	group6	115285207	115334746	+	7700	1093
27825at8509	Complete	group4	14008322	14069095	+	6819	1479
58121at8509	Complete	group1	51210965	51237201	+	6312	1619
26607at8509	Complete	group8	7377473	7439172	+	7763	1573
38766at8509	Complete	group5	15009172	15078820	+	7315	1569
19897at8509	Complete	group14	14026272	14247568	-	7998	1574
22121at8509	Complete	group2	69482854	69620515	-	7217	1572
38064at8509	Complete	group12	55118846	55182643	-	7952	1565
57892at8509	Complete	group1	172576361	172648973	+	5779	1384
13764at8509	Complete	group10	40789070	40834729	-	6715	1560
41595at8509	Complete	group7	44838312	44882025	+	7344	1549
25132at8509	Complete	group6	100705576	100881545	+	7019	1430
50079at8509	Complete	group10	77503462	77604546	+	7793	1557
60295at8509	Complete	group1	18528243	18552079	-	7717	1471
39275at8509	Complete	group5	59792983	59834928	+	7546	1552
45066at8509	Complete	group6	49954434	49969822	+	3034	1343
26164at8509	Complete	group8	43672430	43705307	-	6487	1521
34937at8509	Complete	group12	2333731	2754482	-	7903	1563
53920at8509	Complete	group5	73321761	73377751	-	7573	1535
14613at8509	Complete	group9	59620305	59689172	+	7373	1521
52868at8509	Complete	group10	95884294	96140471	+	7266	1535
41901at8509	Complete	group7	43784976	43789593	+	4293	1552
33424at8509	Complete	group8	16190071	16220009	-	5423	1537
49142at8509	Complete	group14	64379284	64430808	+	6954	1509
7765at8509	Complete	group7	43802355	43962593	-	7657	1424
28938at8509	Complete	group8	29347409	29371010	+	7360	1523
21447at8509	Complete	group8	8783237	8837470	+	7141	1470
39546at8509	Complete	group1	14855527	14891299	-	6226	1492
