# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
13011at8509	Complete	ptg000021l	77625627	78147445	-	13510	2597
57776at8509	Complete	ptg000011l	59934601	59977308	+	7745	2571
15449at8509	Complete	ptg000011l	39504014	39620302	+	13146	2663
8770at8509	Complete	ptg000074l	6608458	6689006	+	13610	2645
18368at8509	Complete	ptg000023l	25457120	25514732	+	11169	2646
51675at8509	Complete	ptg000092l	2027975	2078361	+	13131	2609
25146at8509	Complete	ptg000021l	44137329	44199988	-	9912	2633
42199at8509	Complete	ptg000006l	59717214	59794360	-	9013	2293
8689at8509	Complete	ptg000021l	22909198	22999328	-	13501	2622
28619at8509	Complete	ptg000011l	23405773	23485749	+	12772	2582
38809at8509	Complete	ptg000719l	131	49736	+	7870	2236
52943at8509	Complete	ptg000038l	24507030	24541801	+	4801	2626
24472at8509	Complete	ptg000023l	20402541	20423182	+	11627	2423
52395at8509	Complete	ptg000319l	1106791	1135949	-	8623	2601
34045at8509	Complete	ptg000024l	58458653	58508027	-	9964	2510
36697at8509	Complete	ptg000173l	4019411	4136538	-	12350	2462
41913at8509	Complete	ptg000009l	53294455	53395042	-	8847	2590
31054at8509	Complete	ptg000024l	40157379	40220706	+	13061	2558
49422at8509	Complete	ptg000038l	43224347	43258616	+	8967	2043
11405at8509	Complete	ptg000009l	59566687	59675819	-	13483	2548
58215at8509	Complete	ptg000020l	33529949	33623662	-	12402	2506
16406at8509	Complete	ptg000408l	72031	136901	-	13061	2519
38327at8509	Complete	ptg000420l	167101	193831	-	12008	2540
55305at8509	Complete	ptg000048l	182559	292808	-	13649	2498
40786at8509	Complete	ptg000109l	754922	762485	+	7874	2446
38907at8509	Complete	ptg000102l	211430	236502	-	12086	2488
15236at8509	Complete	ptg000005l	24765156	24922483	-	12789	1472
11272at8509	Complete	ptg000021l	104923475	104964818	+	12509	2504
51430at8509	Complete	ptg000428l	2108430	2167318	-	10133	2117
26884at8509	Complete	ptg000203l	472133	506061	+	10203	2397
21681at8509	Complete	ptg000010l	6844114	6937695	+	12137	2483
52051at8509	Complete	ptg000398l	2089580	2137107	+	12019	2433
9412at8509	Complete	ptg000038l	64130356	64213251	-	10273	2459
33270at8509	Complete	ptg000124l	2233760	2339646	+	9797	2415
52146at8509	Complete	ptg000024l	76094994	76434731	+	11572	2461
52500at8509	Complete	ptg000020l	24205568	24313508	-	12941	2428
34281at8509	Complete	ptg000009l	31877028	32001786	+	5375	2285
46357at8509	Duplicated	ptg000159l	455626	518912	-	11881	2386
46357at8509	Duplicated	ptg000075l	332054	517326	+	11452	2386
12709at8509	Complete	ptg000017l	106272257	106377288	+	11037	2410
41789at8509	Complete	ptg000021l	85640001	85944688	-	11793	2464
22508at8509	Complete	ptg000017l	38428759	38479155	-	11559	2462
53915at8509	Complete	ptg000092l	441886	487141	+	8617	2414
60528at8509	Complete	ptg000317l	685979	733989	+	11844	2399
49713at8509	Complete	ptg000021l	109161154	109210381	-	11267	2431
47557at8509	Complete	ptg000020l	15559378	15624121	-	9821	2430
58395at8509	Complete	ptg000094l	2530795	2571341	-	10338	2421
58359at8509	Complete	ptg000421l	340606	426631	+	8238	1907
27268at8509	Complete	ptg000164l	37534	81135	+	8362	2404
46014at8509	Complete	ptg000032l	121789	151309	+	11690	2362
50258at8509	Complete	ptg000078l	3379521	3503578	-	10028	2249
24488at8509	Complete	ptg000016l	3108110	3165406	+	10092	2367
34049at8509	Complete	ptg000017l	1507053	1532485	+	10335	2436
34661at8509	Complete	ptg000267l	622826	664218	-	9920	2323
50975at8509	Complete	ptg000006l	54366842	54444720	+	9823	2341
2046at8509	Complete	ptg000021l	88383523	88469366	-	12436	2357
48163at8509	Complete	ptg000020l	10290899	10550078	+	11615	2386
37247at8509	Complete	ptg000112l	1228318	1271232	-	8756	2331
26018at8509	Complete	ptg000242l	817016	892349	+	10967	2320
50843at8509	Complete	ptg000005l	22926576	22988705	+	10392	2364
49583at8509	Complete	ptg000357l	19255827	19308366	-	6396	2278
27472at8509	Complete	ptg000103l	3540213	3620143	+	9370	2291
18888at8509	Complete	ptg000038l	5627659	5763244	-	11950	2351
52751at8509	Complete	ptg000048l	105064	169616	-	6481	2160
24717at8509	Complete	ptg000024l	55810604	55903833	-	11078	2323
47208at8509	Complete	ptg000021l	27456536	27565142	+	8506	2348
43847at8509	Complete	ptg000038l	47842730	47885674	+	10681	2331
37011at8509	Complete	ptg000319l	166949	285868	-	11043	2141
4277at8509	Complete	ptg000233l	194345	210553	-	12512	2293
57004at8509	Complete	ptg000319l	655023	686939	+	9413	2238
55721at8509	Complete	ptg000005l	4827831	4950491	+	10950	2306
45872at8509	Complete	ptg000057l	6016037	6081434	-	11712	2348
56916at8509	Complete	ptg000043l	5276518	5467018	+	5691	2097
54432at8509	Complete	ptg000007l	4111070	4212343	+	10520	2231
27312at8509	Complete	ptg000009l	49433760	49490878	-	8476	2215
23287at8509	Complete	ptg000023l	61473514	61589293	+	5875	562
15358at8509	Complete	ptg000010l	5375568	5478621	-	10051	2248
53144at8509	Complete	ptg000057l	6233205	6260355	+	7986	2263
16914at8509	Complete	ptg000078l	1176140	1293864	-	10975	2239
18201at8509	Complete	ptg000067l	10827176	10862073	-	10716	2218
54055at8509	Complete	ptg000357l	14222204	14331435	+	11085	2221
37666at8509	Complete	ptg000021l	103608737	103899126	+	10405	2137
33750at8509	Complete	ptg000023l	75416144	75555122	+	8953	2231
7589at8509	Complete	ptg000020l	6843861	6932032	-	9124	2208
31366at8509	Complete	ptg000125l	1926987	1974390	-	6891	2170
22991at8509	Fragmented	ptg000929l	1701	32475	+	7351	1545
8614at8509	Complete	ptg000017l	27381430	27649473	+	10311	2203
42627at8509	Complete	ptg000037l	6267903	6347639	+	9842	2276
45856at8509	Complete	ptg000094l	648371	682732	+	10660	2148
53169at8509	Complete	ptg000024l	50553238	50584137	+	8205	2288
37050at8509	Complete	ptg000032l	1333977	1367347	-	7049	2181
43764at8509	Complete	ptg000020l	25043852	25243068	-	9547	2037
19879at8509	Complete	ptg000290l	140085	190224	+	10176	2203
16157at8509	Complete	ptg000017l	4264101	4336353	-	10051	2171
41508at8509	Complete	ptg000027l	29813480	29943056	-	8685	2131
19721at8509	Complete	ptg000125l	27243288	27357271	-	10939	1611
27305at8509	Complete	ptg000038l	53116057	53158581	+	8459	2144
59089at8509	Complete	ptg000074l	7133209	7157106	-	9413	1977
33772at8509	Complete	ptg000038l	54735577	54861395	+	8861	2070
8125at8509	Complete	ptg000275l	387137	436618	+	10903	2125
53009at8509	Complete	ptg000357l	37743218	37816522	+	7848	1350
28437at8509	Complete	ptg000060l	634864	649170	-	9667	2042
45149at8509	Complete	ptg000021l	26217518	26520139	-	10444	2108
49013at8509	Complete	ptg001165l	4694	110056	+	6224	1125
23167at8509	Complete	ptg000017l	100878067	100886371	+	5397	1902
54479at8509	Complete	ptg000024l	33897426	33961264	-	9685	1794
23160at8509	Complete	ptg000011l	18955624	19097124	+	10792	2084
36754at8509	Complete	ptg000027l	30766322	30820505	-	10291	1000
14306at8509	Complete	ptg000021l	37806787	37996541	-	10278	2092
10200at8509	Complete	ptg000039l	1379616	1514471	+	9841	2036
18146at8509	Complete	ptg000017l	110544178	110652207	-	9527	2104
21912at8509	Complete	ptg000045l	405085	447745	-	10191	1961
44939at8509	Complete	ptg000011l	31232113	31379417	-	8502	2069
44784at8509	Complete	ptg000094l	2395802	2418588	+	10378	2123
10971at8509	Complete	ptg000024l	19036983	19088628	+	9543	2071
31346at8509	Complete	ptg000023l	26030213	26119204	+	10216	2059
50689at8509	Complete	ptg000021l	90367279	90456985	-	10195	1975
15354at8509	Fragmented	ptg000404l	1369	32044	+	7293	1415
27330at8509	Complete	ptg000060l	1106239	1163839	+	9190	2061
38055at8509	Complete	ptg000180l	3652329	3699675	+	6898	1822
50886at8509	Complete	ptg000011l	64409592	64443483	-	8110	2024
19640at8509	Complete	ptg000345l	594458	684743	+	10311	1895
26451at8509	Complete	ptg000038l	44638926	44684682	+	10399	2065
54631at8509	Complete	ptg000017l	49978470	50027942	-	7101	1979
24725at8509	Complete	ptg000064l	5292342	5596599	-	10100	2055
53148at8509	Duplicated	ptg000439l	107562	178480	-	3454	1252
53148at8509	Duplicated	ptg000012l	19616316	19687017	+	3432	1252
53148at8509	Duplicated	ptg000012l	19912698	20042023	+	3553	1252
53148at8509	Duplicated	ptg000012l	19311427	19441010	+	3533	1252
24705at8509	Complete	ptg000023l	74956764	75076150	-	9633	2054
18432at8509	Complete	ptg000021l	111787080	111912688	+	10589	2054
48015at8509	Complete	ptg000017l	76800096	76806204	+	5967	1924
38344at8509	Complete	ptg000169l	198753	307770	-	9446	2031
30098at8509	Complete	ptg000024l	40068509	40131873	+	8783	2043
27617at8509	Complete	ptg000011l	60080011	60158631	-	9641	2030
28002at8509	Complete	ptg000357l	51822796	51895665	+	10237	2035
44833at8509	Complete	ptg000006l	7032379	7116917	+	9478	1975
27159at8509	Complete	ptg000006l	12635051	12725392	-	8301	2025
23021at8509	Complete	ptg000006l	9409814	9490666	-	9947	2020
34720at8509	Complete	ptg000024l	61111523	61160021	+	10010	2024
46647at8509	Complete	ptg000038l	5149965	5253685	+	8677	1876
52561at8509	Complete	ptg000024l	11077645	11268068	-	8102	2016
35311at8509	Complete	ptg000021l	99840316	99905198	+	8085	2007
48085at8509	Complete	ptg000027l	40433390	40491117	+	8024	2027
24038at8509	Complete	ptg000011l	30045466	30216578	-	9991	579
29999at8509	Complete	ptg000006l	2092569	2187014	+	10098	1950
43608at8509	Complete	ptg000548l	14453566	14524741	+	9275	2000
33047at8509	Complete	ptg000020l	20992714	21036418	-	9390	2008
29484at8509	Complete	ptg000093l	21465253	21583013	+	10092	1987
26609at8509	Complete	ptg000052l	2610275	2672248	-	7740	1888
48962at8509	Complete	ptg000018l	11824374	11893585	+	9851	1976
36865at8509	Fragmented	ptg000383l	310900	360188	+	7801	1564
45012at8509	Complete	ptg000074l	7557385	7620591	-	10044	1929
37621at8509	Complete	ptg000125l	14191014	14281377	-	9976	1984
38287at8509	Complete	ptg000103l	314684	481685	-	6418	1980
60310at8509	Complete	ptg000265l	489121	513835	+	6140	1853
49846at8509	Complete	ptg000017l	34837195	34853506	-	8589	2009
54946at8509	Complete	ptg000020l	7284904	7328579	-	8572	1935
17488at8509	Complete	ptg000053l	1540079	1617731	+	8078	1963
5575at8509	Complete	ptg000024l	23694210	23816577	+	10149	1968
53096at8509	Complete	ptg000411l	339676	346404	+	1686	1331
19706at8509	Complete	ptg000767l	54935	92164	-	10265	1961
56544at8509	Complete	ptg000028l	5220879	5304942	-	9215	1794
42067at8509	Complete	ptg000408l	477344	597121	+	8806	1966
34677at8509	Complete	ptg000027l	57196221	57271512	+	9491	1955
20474at8509	Complete	ptg000030l	2160852	2205145	+	8261	1944
28425at8509	Complete	ptg000009l	52043340	52134589	+	6179	1933
44402at8509	Complete	ptg000020l	29051392	29099373	+	9459	1958
49555at8509	Complete	ptg000003l	37672335	37692001	-	6979	1896
48910at8509	Complete	ptg000109l	53725	123148	-	7456	1931
52145at8509	Complete	ptg000017l	103490708	103617481	-	9882	1008
51608at8509	Complete	ptg000382l	85251	113636	-	5889	1951
53490at8509	Complete	ptg000020l	23345746	23383370	+	8379	1885
42500at8509	Complete	ptg000060l	531711	550118	-	9525	1909
51166at8509	Complete	ptg000038l	28699701	28732274	+	5431	1868
39628at8509	Complete	ptg000357l	38866156	39054362	+	7714	1933
13720at8509	Complete	ptg000038l	13471393	13531905	-	9888	1944
40587at8509	Complete	ptg000094l	1304615	1315140	+	7677	1894
54870at8509	Complete	ptg000024l	21917328	21953464	+	7075	1905
59846at8509	Complete	ptg000017l	103310754	103363521	+	9126	1915
40289at8509	Complete	ptg000011l	61314395	61372059	+	9497	1933
37165at8509	Complete	ptg000009l	26899201	27007723	-	9452	1931
16293at8509	Complete	ptg000357l	31257060	31301118	+	8712	1907
19427at8509	Complete	ptg000190l	912922	973645	-	9049	1864
47963at8509	Complete	ptg000038l	64655176	64714244	-	4986	1780
33207at8509	Complete	ptg000173l	6706362	6877256	-	7621	1855
19964at8509	Complete	ptg000017l	67816195	67885618	+	8980	1920
55629at8509	Complete	ptg000023l	34952085	35056429	+	8894	1898
24303at8509	Complete	ptg000027l	35944812	36030791	-	9708	1916
40001at8509	Complete	ptg000057l	10551164	10578871	+	9855	1907
16682at8509	Complete	ptg000024l	19939356	19980282	+	9451	1917
32241at8509	Complete	ptg000476l	88062	148882	+	8716	1782
53661at8509	Complete	ptg000074l	5755259	5819797	-	8346	1915
52501at8509	Duplicated	ptg000018l	8133742	8156547	+	7519	1820
52501at8509	Duplicated	ptg000699l	114560	157905	+	7370	1820
39729at8509	Complete	ptg000233l	232398	245873	+	5954	1743
52290at8509	Complete	ptg000006l	5400723	5714336	+	9944	1767
37480at8509	Complete	ptg000011l	57895334	58103416	-	8638	1431
37549at8509	Complete	ptg000152l	6200187	6316478	+	8210	1817
43094at8509	Complete	ptg000038l	59027245	59126925	-	9096	1860
8200at8509	Complete	ptg000011l	34000040	34358064	-	9672	1897
57369at8509	Complete	ptg000258l	402413	542350	+	8293	1888
22992at8509	Complete	ptg000003l	33564812	33784576	-	9603	1870
54136at8509	Complete	ptg000068l	6136550	6161202	+	6408	1821
56035at8509	Complete	ptg000417l	792510	866566	-	4754	1776
33851at8509	Complete	ptg000021l	29090989	29216713	+	6981	1863
10156at8509	Complete	ptg000357l	49342021	49361895	-	9443	1848
11735at8509	Complete	ptg000024l	60994815	61074484	+	9589	1880
48457at8509	Complete	ptg000024l	53592138	53627809	-	6281	1893
36080at8509	Complete	ptg000039l	13467118	13593835	-	8286	1862
10740at8509	Complete	ptg000024l	91305547	91558728	+	9572	1864
15796at8509	Complete	ptg000548l	7286275	7417863	+	8844	1872
18906at8509	Complete	ptg000357l	6541423	6642606	-	9593	1872
28509at8509	Complete	ptg000100l	2136012	2248317	-	8010	1808
35217at8509	Complete	ptg000181l	924605	1284894	-	9259	1843
44494at8509	Complete	ptg000357l	14389185	14502891	-	7803	1829
40751at8509	Complete	ptg000082l	5848997	5960894	+	7963	1811
47304at8509	Complete	ptg000037l	14294639	14361648	-	9344	1818
10622at8509	Complete	ptg000027l	20994839	21063725	+	9245	1845
20238at8509	Complete	ptg000027l	30908651	30972865	+	5892	907
23264at8509	Complete	ptg000021l	100310118	100380172	-	9665	1867
28883at8509	Complete	ptg000190l	3998232	4053640	-	9382	1816
26476at8509	Complete	ptg000010l	12656759	12726369	+	8856	1838
57208at8509	Complete	ptg000009l	20871297	20935197	+	7279	1760
16029at8509	Complete	ptg000023l	74256998	74306315	+	8907	1841
30968at8509	Complete	ptg000020l	1633925	1815478	+	8520	1822
60412at8509	Complete	ptg000013l	2344463	2448539	-	8150	1780
40241at8509	Complete	ptg000020l	24614389	24683662	-	9123	1803
34435at8509	Complete	ptg000020l	39952006	39959210	-	7398	1728
50210at8509	Complete	ptg000102l	252423	259905	+	5684	1440
24197at8509	Complete	ptg000017l	40646498	40745998	+	8756	1808
35996at8509	Complete	ptg000024l	73578458	73960042	+	9283	1242
44326at8509	Complete	ptg000027l	9347252	9378946	+	8695	1812
8116at8509	Complete	ptg000082l	4199313	4347044	-	2661	893
19309at8509	Complete	ptg000017l	20272522	20417605	+	9071	1819
18376at8509	Complete	ptg000079l	908131	1040076	+	9197	370
40970at8509	Complete	ptg000124l	3511397	3559119	-	8137	1776
27112at8509	Complete	ptg000181l	2285509	2373570	+	9438	1818
54863at8509	Complete	ptg000265l	92423	138475	+	7145	1530
39873at8509	Complete	ptg000023l	47241937	47276618	+	6697	1806
40064at8509	Complete	ptg000009l	7114605	7179922	-	3270	1821
54236at8509	Complete	ptg000758l	156724	176315	+	8087	1774
58822at8509	Complete	ptg000132l	3513034	3560053	+	8912	1843
12283at8509	Complete	ptg000357l	49680342	49724645	+	8338	1804
55855at8509	Complete	ptg000023l	76769150	76829649	-	5136	1698
40031at8509	Complete	ptg000030l	2713887	2851849	+	7220	1794
47157at8509	Complete	ptg000006l	43610106	43675955	+	8809	1791
48742at8509	Complete	ptg000173l	2226149	2454659	-	5774	1752
24557at8509	Complete	ptg000027l	50942178	50996058	+	9143	1737
19843at8509	Complete	ptg000011l	75341961	75396054	+	8770	1792
58889at8509	Complete	ptg000070l	520640	686404	-	7882	1778
20367at8509	Complete	ptg000180l	1831217	1879274	+	8956	1768
31595at8509	Complete	ptg000041l	239914	307492	-	8472	1757
20444at8509	Complete	ptg000023l	40301605	40387839	+	9135	1781
44869at8509	Complete	ptg000017l	23400678	23491187	-	5837	1756
43507at8509	Complete	ptg000035l	10284763	10315361	+	4266	1784
46329at8509	Complete	ptg000017l	101929507	101988033	+	7412	1738
8680at8509	Complete	ptg000082l	5976862	6039455	+	8145	1768
27651at8509	Complete	ptg000037l	5994784	6133537	-	7646	1773
33489at8509	Complete	ptg000038l	31250446	31408021	-	8641	1752
28735at8509	Complete	ptg000024l	55372768	55433131	-	8663	1772
42379at8509	Fragmented	ptg000164l	2466	26414	+	6180	1277
44428at8509	Complete	ptg000125l	11571870	11603078	-	7579	1743
42621at8509	Complete	ptg000023l	25517836	25579857	+	7517	1754
40082at8509	Complete	ptg000024l	85141914	85209497	+	8177	1798
55359at8509	Complete	ptg000125l	21370865	21405320	+	4685	1762
55377at8509	Complete	ptg000190l	1465469	1493318	+	5325	1678
31824at8509	Complete	ptg000017l	65704611	65764845	-	9040	1754
23571at8509	Complete	ptg000024l	53928245	53999358	-	8855	1737
5030at8509	Complete	ptg000124l	2483155	2568900	+	8305	1716
56290at8509	Complete	ptg000039l	23064970	23263190	+	5989	1765
15193at8509	Complete	ptg000038l	21220656	21293798	-	8501	1747
36127at8509	Complete	ptg000357l	48114503	48239253	-	7560	1726
54853at8509	Complete	ptg000630l	589553	611460	-	5788	848
25160at8509	Complete	ptg000234l	1393379	1429148	-	6860	1689
11309at8509	Complete	ptg000067l	10550859	10580924	+	8980	1726
41411at8509	Complete	ptg000357l	53970555	54002049	-	4090	1582
2346at8509	Complete	ptg000024l	34053932	34234154	+	6943	1674
24781at8509	Complete	ptg000021l	42964237	43039196	-	8686	1735
44829at8509	Complete	ptg000357l	21266964	21321340	-	8075	1727
47667at8509	Complete	ptg000027l	5189298	5522959	-	8293	1648
54370at8509	Complete	ptg000039l	8482616	8509094	-	6174	1683
33809at8509	Complete	ptg000365l	579672	591478	-	8271	1701
56713at8509	Complete	ptg000672l	550846	584284	-	8587	1474
20100at8509	Complete	ptg000020l	3958393	4034369	+	8357	1717
35827at8509	Complete	ptg000039l	24734860	24822916	+	6898	1703
46228at8509	Complete	ptg000220l	266060	295341	+	5029	683
60774at8509	Complete	ptg000017l	102259882	102514639	-	8843	1701
29695at8509	Complete	ptg000024l	12539199	12667884	+	8670	1710
28260at8509	Complete	ptg000006l	71816822	71869693	+	8282	1700
32430at8509	Complete	ptg000009l	50403359	50489928	+	8370	1711
23420at8509	Complete	ptg000008l	8051919	8077685	+	8682	1687
25837at8509	Complete	ptg000009l	60251975	60318768	+	7510	1708
17167at8509	Complete	ptg000064l	4717314	4756907	+	7032	1682
44021at8509	Complete	ptg000333l	178557	201101	-	7055	1684
52267at8509	Complete	ptg000181l	1756997	1889161	-	5325	1677
36814at8509	Complete	ptg000102l	324535	338067	+	5698	1651
40809at8509	Complete	ptg000017l	110045292	110152823	-	5904	457
20190at8509	Complete	ptg000020l	41674663	41723697	-	8487	1687
20652at8509	Complete	ptg000024l	95876603	95915827	-	7248	1687
6535at8509	Complete	ptg000215l	54781	160274	-	8700	1673
10093at8509	Complete	ptg000038l	72377470	72435115	+	7567	1668
42959at8509	Complete	ptg000109l	1228035	1292399	-	7572	1670
52322at8509	Complete	ptg000011l	86150294	86162796	+	7756	1676
26643at8509	Complete	ptg000038l	55066772	55133732	+	8570	1676
37902at8509	Complete	ptg000021l	34404238	34464922	+	8551	1684
47186at8509	Complete	ptg000017l	4038436	4209992	+	5061	1538
27360at8509	Complete	ptg000319l	609210	642406	-	5900	1673
56064at8509	Complete	ptg000495l	1156339	1172892	-	5913	1620
14656at8509	Complete	ptg000027l	37667809	37753229	-	7477	1656
28358at8509	Complete	ptg000024l	60374430	60463236	-	8003	1681
59632at8509	Complete	ptg000023l	44437457	44457158	-	3997	1490
7255at8509	Complete	ptg000009l	28403039	28490260	+	7022	804
15138at8509	Complete	ptg000201l	1822733	1878473	+	8500	1677
60538at8509	Complete	ptg000023l	27097401	27159061	+	8438	1654
35559at8509	Complete	ptg000024l	52307422	52446897	+	6875	1679
60912at8509	Complete	ptg000017l	102515475	102681760	+	8260	1675
44765at8509	Complete	ptg000023l	26738355	26820212	+	7848	1701
14097at8509	Complete	ptg000011l	75014913	75275714	-	7809	1569
32674at8509	Complete	ptg000024l	49434271	49482334	+	7138	1622
4683at8509	Complete	ptg000001l	22363400	22678271	+	8916	1658
60219at8509	Complete	ptg000180l	3617561	3632014	+	6230	1484
23102at8509	Complete	ptg000006l	56654469	56813348	+	8096	1658
45489at8509	Complete	ptg000093l	2012917	2078375	+	8139	1627
40467at8509	Complete	ptg000124l	11565572	11667263	+	7546	1631
28627at8509	Complete	ptg000164l	690723	761101	-	7623	1643
34783at8509	Complete	ptg000105l	5248838	5438549	+	8235	1649
49341at8509	Complete	ptg000024l	9252870	9319362	+	7883	1626
12455at8509	Complete	ptg000047l	16464151	16536741	-	8152	1638
52549at8509	Complete	ptg000074l	12194720	12249212	+	8565	1640
48458at8509	Complete	ptg000164l	779735	814331	-	3045	1569
14978at8509	Complete	ptg000067l	816747	977536	-	8324	800
39104at8509	Complete	ptg000112l	254426	281744	+	7027	1621
40673at8509	Complete	ptg000005l	12195637	12250892	+	6715	1649
48164at8509	Complete	ptg000238l	81674	109145	-	7444	1591
9839at8509	Complete	ptg000011l	45101119	45196430	-	8388	1629
31594at8509	Complete	ptg000038l	49946562	50019690	+	7922	1606
52052at8509	Complete	ptg000024l	104447002	104484742	-	7386	1581
19868at8509	Complete	ptg000038l	43372066	43622800	-	8488	1592
29534at8509	Complete	ptg000008l	815811	930943	-	6883	1604
32891at8509	Complete	ptg000021l	23782891	23826904	+	5467	1556
42898at8509	Complete	ptg000720l	59808	148773	-	5549	1180
51683at8509	Complete	ptg000039l	27087135	27391631	+	6474	1611
40288at8509	Complete	ptg000027l	40233579	40328987	+	6826	1571
54956at8509	Complete	ptg000055l	597003	703266	-	7761	1572
