Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
37330at8509	Single	ptg000103l	18614803	18728317	+	23386	4806	0.9102	1.0	0	37330at8509_103944_0:000b33	18614804_18614849_+|18625680_18625818_+|18627136_18627345_+|18634849_18634985_+|18636721_18636830_+|18658690_18658852_+|18659675_18659846_+|18661196_18661310_+|18661740_18661912_+|18662797_18662957_+|18663355_18663492_+|18665760_18666463_+|18668989_18669108_+|18669481_18669597_+|18670086_18670187_+|18671090_18671194_+|18673006_18673187_+|18673988_18674152_+|18675085_18675194_+|18675568_18675633_+|18676263_18676475_+|18679437_18679565_+|18681433_18681552_+|18684876_18685006_+|18685738_18685924_+|18686168_18686266_+|18691465_18691605_+|18691770_18691802_+|18691936_18692061_+|18693930_18694068_+|18694482_18694696_+|18694856_18694929_+|18696098_18696280_+|18697276_18699105_+|18700161_18700462_+|18701332_18703097_+|18704395_18704506_+|18704848_18704926_+|18705425_18705488_+|18707817_18708049_+|18708222_18709931_+|18710824_18711033_+|18712109_18712273_+|18714405_18714546_+|18715630_18715768_+|18717028_18717206_+|18717423_18717559_+|18718447_18718699_+|18719893_18720032_+|18720915_18721022_+|18721986_18723102_+|18723819_18723955_+|18724414_18724556_+|18724824_18724992_+|18725788_18725904_+|18726566_18726639_+|18727242_18727350_+|18728228_18728320_+
56752at8509	Single	ptg000674l	109156	153801	-	15641	4585	0.6554	1.0	0	56752at8509_61221_0:00154c	153071_153801_-|152813_152989_-|152297_152500_-|152059_152169_-|151805_151961_-|150466_150717_-|150143_150286_-|149877_149983_-|149377_149617_-|146340_146583_-|146100_146257_-|144003_144128_-|143325_143601_-|143101_143228_-|142592_142790_-|142324_142415_-|142016_142232_-|141622_141747_-|141212_141309_-|138081_141118_-|137860_137985_-|130063_130255_-|129668_129971_-|127870_129589_-|127584_127792_-|126862_127066_-|124474_124576_-|121552_121701_-|118814_118996_-|116701_117132_-|116176_116617_-|115955_116101_-|115639_115854_-|114602_114780_-|113256_114224_-|112984_113158_-|112809_112895_-|112511_112712_-|110619_110713_-|110371_110523_-|109580_110289_-|109154_109498_-
4768at8509	Single	ptg000357l	6963115	7125547	+	23807	4380	0.8715	1.0	2	4768at8509_64176_0:00064d	6963116_6963431_+|6986218_6986325_+|6987022_6987144_+|6991978_6992094_+|6997116_6997226_+|6997322_6997435_+|6997662_6997778_+|6999469_6999612_+|7000328_7000447_+|7003973_7004101_+|7007075_7007244_+|7009466_7009689_+|7011294_7011500_+|7012625_7012827_+|7014955_7015095_+|7016114_7016317_+|7017376_7017568_+|7024213_7024338_+|7025161_7025291_+|7026587_7026724_+|7028448_7028729_+|7036543_7036782_+|7037057_7037176_+|7037832_7037948_+|7039882_7040259_+|7046807_7047055_+|7048109_7048320_+|7048732_7048916_+|7049863_7050091_+|7050875_7051052_+|7052647_7052775_+|7054796_7054962_+|7055352_7055495_+|7055641_7055750_+|7058463_7058640_+|7060395_7060608_+|7060863_7061102_+|7062795_7062983_+|7063697_7064617_+|7065440_7065605_+|7067859_7068017_+|7069256_7069545_+|7071880_7072083_+|7073229_7073471_+|7074348_7074473_+|7077688_7077807_+|7078498_7078629_+|7079066_7079267_+|7080230_7080525_+|7083290_7083806_+|7085485_7085637_+|7086987_7087157_+|7089025_7089248_+|7090697_7090874_+|7091777_7091973_+|7097421_7097666_+|7098943_7099071_+|7100842_7100961_+|7101191_7101307_+|7101466_7101582_+|7102737_7102874_+|7104305_7104427_+|7104611_7104739_+|7106324_7106455_+|7106888_7107019_+|7108126_7108269_+|7109435_7109600_+|7110208_7110336_+|7110539_7110759_+|7112059_7112235_+|7113265_7113384_+|7115818_7115908_+|7119149_7119216_+|7119380_7119500_+|7120621_7120750_+|7122088_7122198_+|7122343_7122450_+|7123947_7124018_+|7125389_7125550_+
8129at8509	Single	ptg000024l	13792267	13854177	-	23631	4638	0.9803	1.0	0	8129at8509_103695_0:001ca1	13853841_13854177_-|13848012_13848099_-|13846216_13846389_-|13845551_13845806_-|13844876_13845062_-|13844505_13844776_-|13843889_13844116_-|13842426_13843502_-|13840907_13841086_-|13840033_13840182_-|13839170_13839316_-|13838926_13839066_-|13838474_13838650_-|13838113_13838223_-|13837712_13837831_-|13837238_13837477_-|13836654_13836809_-|13836347_13836460_-|13834716_13834826_-|13834411_13834620_-|13834100_13834246_-|13833337_13833503_-|13832210_13832383_-|13831853_13832018_-|13831583_13831771_-|13831273_13831467_-|13830865_13831147_-|13830676_13830776_-|13828457_13828616_-|13827123_13827366_-|13826613_13826796_-|13825782_13825994_-|13825396_13825634_-|13825123_13825279_-|13822236_13822463_-|13821898_13822128_-|13821607_13821747_-|13819931_13820164_-|13819143_13819349_-|13818757_13818878_-|13817922_13818087_-|13817655_13817818_-|13817123_13817252_-|13816072_13816205_-|13815676_13815790_-|13815118_13815279_-|13814657_13814871_-|13814367_13814571_-|13814039_13814212_-|13813795_13813914_-|13813587_13813707_-|13812768_13812963_-|13811952_13812069_-|13811034_13811249_-|13809932_13810144_-|13809414_13809541_-|13808187_13808340_-|13807309_13807455_-|13807061_13807211_-|13806114_13806367_-|13805845_13805979_-|13805651_13805745_-|13804987_13805161_-|13804587_13804662_-|13803037_13803197_-|13802503_13802614_-|13802357_13802417_-|13802123_13802246_-|13801498_13801611_-|13800865_13801035_-|13800215_13800432_-|13800001_13800104_-|13799319_13799530_-|13798218_13798371_-|13797101_13797243_-|13795895_13796063_-|13792499_13792626_-|13792265_13792393_-
895at8509	Single	ptg000619l	561152	914894	-	24422	4618	0.9333	1.0	0	895at8509_61221_0:002c33	914801_914894_-|875514_875639_-|846227_846319_-|809215_809337_-|801719_801856_-|766707_766826_-|764509_764637_-|763389_763652_-|716005_716167_-|701203_701425_-|700150_700339_-|694635_694778_-|691938_692174_-|691214_691394_-|688550_688772_-|686023_686212_-|683809_683934_-|681012_681152_-|679668_679793_-|679196_679312_-|678413_678493_-|674992_675159_-|673679_673861_-|672003_672203_-|670950_671195_-|668986_669183_-|652491_652695_-|651409_651573_-|650011_650255_-|647930_648061_-|647061_647288_-|646168_646342_-|644436_644530_-|643997_644146_-|641696_641839_-|640943_641068_-|639060_639191_-|637235_637369_-|636982_637111_-|636550_636676_-|635858_636009_-|635319_635443_-|634793_635164_-|625803_625992_-|623094_623298_-|621973_622165_-|621153_621278_-|620365_620493_-|618757_618876_-|617664_617777_-|615781_615930_-|614731_614853_-|613982_614098_-|611905_612033_-|609464_609586_-|607253_607393_-|606140_606327_-|604616_604799_-|602185_602270_-|601952_602071_-|601553_601740_-|599680_599885_-|597393_597581_-|596461_596609_-|595370_595463_-|592554_592670_-|591101_591220_-|590169_590291_-|588760_588885_-|587869_587985_-|584940_585046_-|583953_584085_-|583416_583535_-|581700_581822_-|580794_580937_-|580420_580554_-|577637_577756_-|575576_575844_-|575301_575479_-|575116_575222_-|574185_574301_-|573417_573593_-|571647_571787_-|569218_569391_-|568036_568197_-|566421_566595_-|566073_566177_-|565312_565376_-|564343_564433_-|562764_562911_-|561150_561290_-
21592at8509	Single	ptg000154l	254136	396752	+	23902	4424	0.9867	1.0	0	21592at8509_499056_0:002c53	254137_254306_+|265447_265522_+|268104_268319_+|268418_268571_+|269959_270155_+|271714_271956_+|272208_272279_+|272696_272792_+|275296_275369_+|277192_277330_+|278872_278948_+|280126_280330_+|283909_284073_+|284805_284963_+|286634_286838_+|289131_289276_+|290784_290885_+|291802_291921_+|292254_292335_+|293222_293339_+|294547_294751_+|296207_296360_+|299220_299392_+|300414_300539_+|300643_300770_+|302048_302139_+|304068_304202_+|304284_304367_+|305112_305208_+|306648_306840_+|307813_308087_+|309005_309226_+|311025_311216_+|311816_312022_+|312678_312809_+|313708_313886_+|314487_314629_+|316155_316255_+|317502_317720_+|319146_319371_+|320223_320341_+|321071_321158_+|321479_321528_+|322559_322731_+|323959_324103_+|325201_325413_+|326421_326476_+|327373_327488_+|329222_329319_+|331320_331436_+|332534_332674_+|336435_336659_+|337488_337620_+|339661_339786_+|362643_364289_+|365450_365619_+|366560_366804_+|367608_367775_+|369158_369315_+|370782_370981_+|372443_372592_+|373500_373660_+|375753_375909_+|376219_376443_+|376978_377043_+|377669_377908_+|378962_379060_+|381630_381710_+|382854_383120_+|383213_383496_+|383682_383778_+|383918_384037_+|384726_384827_+|386133_386261_+|388418_388550_+|389709_389812_+|391864_392055_+|393622_393729_+|394321_394530_+|395426_395533_+|395721_395886_+|396640_396755_+
15558at8509	Single	ptg000003l	12227602	12344800	-	22819	4584	0.9524	1.0	0	15558at8509_499056_0:0034da	12341530_12344800_-|12310624_12310938_-|12293195_12293256_-|12290116_12290445_-|12289351_12289561_-|12280607_12280746_-|12276475_12276750_-|12273151_12273361_-|12267204_12271268_-|12265646_12265842_-|12264271_12264424_-|12263399_12263632_-|12262429_12262818_-|12258658_12258872_-|12258192_12258329_-|12253154_12253297_-|12250528_12250725_-|12246336_12247137_-|12245418_12245549_-|12245170_12245327_-|12241477_12241939_-|12240710_12240863_-|12240058_12240168_-|12236956_12237584_-|12235764_12235901_-|12229864_12229899_-|12227600_12228213_-
23389at8509	Single	ptg000017l	76645316	76700684	-	15440	4460	0.6419	0.9923262442446832	1	23389at8509_103695_0:0043ac	76700657_76700684_-|76697641_76697756_-|76696556_76696701_-|76693926_76694079_-|76693610_76693771_-|76692532_76692656_-|76692331_76692413_-|76690012_76690234_-|76688957_76689184_-|76682941_76683058_-|76682700_76682846_-|76681666_76681874_-|76680269_76680509_-|76678835_76679011_-|76672869_76673063_-|76671251_76671418_-|76670062_76670273_-|76669356_76669538_-|76668388_76668509_-|76667845_76668055_-|76665416_76665591_-|76664222_76664409_-|76663616_76663755_-|76662610_76662983_-|76652341_76659846_-|76651799_76651913_-|76648942_76649125_-|76645317_76647039_-
15079at8509	Single	ptg000009l	9990943	10016737	-	23489	4576	0.9789	1.0	0	15079at8509_35670_0:002e4d	10016705_10016737_-|10015704_10015880_-|10013994_10014081_-|10012851_10012936_-|10011178_10011289_-|10010515_10010661_-|10006856_10008338_-|10004692_10004783_-|9990941_10002495_-
42969at8509	Single	ptg000024l	53673878	53775344	+	20420	4664	0.8724	1.0	0	42969at8509_35019_0:000387	53673879_53673925_+|53682287_53682356_+|53687832_53687948_+|53712449_53712565_+|53713427_53713459_+|53713544_53713605_+|53714548_53714660_+|53718365_53718434_+|53718918_53718990_+|53719724_53719791_+|53720713_53720810_+|53723700_53723900_+|53724760_53724857_+|53726419_53726496_+|53728532_53728606_+|53729303_53729482_+|53732495_53732546_+|53733753_53733890_+|53734608_53734690_+|53735309_53735415_+|53743078_53743271_+|53746281_53746752_+|53748709_53758431_+|53759502_53759699_+|53760624_53760804_+|53761487_53761633_+|53762040_53762148_+|53763139_53763287_+|53768598_53768662_+|53768765_53768973_+|53770603_53770682_+|53773429_53773587_+|53775246_53775347_+
50084at8509	Single	ptg000095l	513547	537146	+	21349	4466	0.9496	1.0	0	50084at8509_103944_0:002159	513548_513607_+|513716_513808_+|514550_514716_+|515535_515650_+|515744_515850_+|515948_516067_+|516241_516336_+|516473_516600_+|516977_517070_+|517183_517337_+|517676_517976_+|518110_518187_+|518351_518512_+|518604_518708_+|518881_518976_+|519128_519253_+|519356_519508_+|519597_519751_+|519918_520044_+|520821_521004_+|521180_521337_+|521594_521772_+|523353_523491_+|523603_523959_+|524486_524569_+|524674_524778_+|525049_525147_+|526160_529540_+|530817_537149_+
