# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
14306at8509	Complete	group8	76886652	77076406	+	10278	2092
10200at8509	Complete	group6	104958457	105093312	+	9841	2036
18146at8509	Complete	group4	110544178	110652207	-	9527	2104
21912at8509	Complete	group3	161058316	161100976	+	10191	1961
44939at8509	Complete	group1	198157476	198304780	+	8502	2069
44784at8509	Complete	group3	134251406	134274192	+	10378	2123
10971at8509	Complete	group7	92049885	92101530	-	9543	2071
31346at8509	Complete	group2	37592462	37681453	+	10216	2059
50689at8509	Complete	group8	24426208	24515914	+	10195	1975
27330at8509	Complete	group3	108214028	108271628	-	9190	2061
38055at8509	Complete	group16	3652329	3699675	+	6898	1822
50886at8509	Complete	group1	165093410	165127301	+	8110	2024
19640at8509	Complete	group3	18434530	18524815	+	10311	1895
26451at8509	Complete	group9	27882841	27928597	-	10399	2065
54631at8509	Complete	group4	49978470	50027942	-	7101	1979
24725at8509	Complete	group12	68618011	68922268	+	10100	2055
53148at8509	Duplicated	ptg000439l	107562	178480	-	3454	1252
53148at8509	Duplicated	group11	75085866	75156567	-	3432	1252
53148at8509	Duplicated	group11	74730860	74860185	-	3553	1252
53148at8509	Duplicated	group11	75331873	75461456	-	3533	1252
24705at8509	Complete	group2	86519013	86638399	-	9633	2054
18432at8509	Complete	group8	2970505	3096113	-	10589	2054
48015at8509	Complete	group4	76800096	76806204	+	5967	1924
38344at8509	Complete	group15	26500808	26609825	-	9446	2031
30098at8509	Complete	group7	71006640	71070004	-	8783	2043
27617at8509	Complete	group1	169378262	169456882	+	9641	2030
28002at8509	Complete	group4	185431621	185504490	+	10237	2035
44833at8509	Complete	group5	89380962	89465500	-	9478	1975
27159at8509	Complete	group5	83772487	83862828	+	8301	2025
23021at8509	Complete	group5	87007213	87088065	+	9947	2020
34720at8509	Complete	group7	49978492	50026990	-	10010	2024
46647at8509	Complete	group9	67313838	67417558	-	8677	1876
52561at8509	Complete	group7	99870445	100060868	+	8102	2016
35311at8509	Complete	group8	14977995	15042877	-	8085	2007
48085at8509	Complete	group1	49821603	49879330	-	8024	2027
24038at8509	Complete	group1	199320315	199491427	+	9991	579
29999at8509	Complete	group5	94310865	94405310	-	10098	1950
43608at8509	Complete	group15	6518117	6589292	-	9275	2000
33047at8509	Complete	group2	178523731	178567435	-	9390	2008
29484at8509	Complete	group1	7895229	8012989	-	10092	1987
26609at8509	Complete	group7	125236440	125298413	-	7740	1888
48962at8509	Complete	group12	30396068	30465279	+	9851	1976
36865at8509	Fragmented	group3	183365956	183415244	+	7801	1564
45012at8509	Complete	group5	147698890	147762096	+	10044	1929
37621at8509	Complete	group5	173905555	173995918	-	9976	1984
38287at8509	Complete	group11	34634667	34801668	+	6418	1980
60310at8509	Complete	group3	140760135	140784849	-	6140	1853
49846at8509	Complete	group4	34837195	34853506	-	8589	2009
54946at8509	Complete	group2	164815921	164859596	-	8572	1935
17488at8509	Complete	group3	58386224	58463876	-	8078	1963
5575at8509	Complete	group7	87321936	87444303	-	10149	1968
53096at8509	Complete	group3	172560559	172567287	-	1686	1331
19706at8509	Complete	group12	4377238	4414467	+	10265	1961
56544at8509	Complete	group7	117303034	117387097	+	9215	1794
42067at8509	Complete	group3	140072517	140192294	-	8806	1966
34677at8509	Complete	group1	33041208	33116499	-	9491	1955
20474at8509	Complete	group5	98658831	98703124	+	8261	1944
28425at8509	Complete	group6	11555542	11646791	-	6179	1933
44402at8509	Complete	group2	186582409	186630390	+	9459	1958
49555at8509	Complete	group10	28218661	28238327	+	6979	1896
48910at8509	Complete	group11	14256226	14325649	+	7456	1931
52145at8509	Complete	group4	103490708	103617481	-	9882	1008
51608at8509	Complete	group6	77559369	77587754	-	5889	1951
53490at8509	Complete	group2	180876763	180914387	+	8379	1885
42500at8509	Complete	group3	108827749	108846156	+	9525	1909
51166at8509	Complete	group9	43835249	43867822	-	5431	1868
39628at8509	Complete	group4	172474981	172663187	+	7714	1933
13720at8509	Complete	group9	59035618	59096130	+	9888	1944
40587at8509	Complete	group3	133160219	133170744	+	7677	1894
54870at8509	Complete	group7	89185049	89221185	-	7075	1905
59846at8509	Complete	group4	103310754	103363521	+	9126	1915
40289at8509	Complete	group1	168164834	168222498	-	9497	1933
37165at8509	Complete	group6	36682408	36790930	+	9452	1931
16293at8509	Complete	group4	164865885	164909943	+	8712	1907
19427at8509	Complete	group3	67093055	67153778	-	9049	1864
47963at8509	Complete	group9	7853279	7912347	+	4986	1780
33207at8509	Complete	group1	99378544	99549438	-	7621	1855
19964at8509	Complete	group4	67816195	67885618	+	8980	1920
55629at8509	Complete	group2	46514334	46618678	+	8894	1898
24303at8509	Complete	group1	54281929	54367908	+	9708	1916
40001at8509	Complete	group5	128614622	128642329	-	9855	1907
16682at8509	Complete	group7	91158231	91199157	-	9451	1917
32241at8509	Complete	group3	168933087	168993907	-	8716	1782
53661at8509	Complete	group5	149499684	149564222	+	8346	1915
52501at8509	Duplicated	group12	26705436	26728241	+	7519	1820
52501at8509	Duplicated	ptg000699l	114560	157905	+	7370	1820
39729at8509	Complete	group3	161647564	161661039	-	5954	1743
52290at8509	Complete	group5	90783543	91097156	-	9944	1767
37480at8509	Complete	group1	171433477	171641559	+	8638	1431
37549at8509	Complete	group12	63629173	63745464	+	8210	1817
43094at8509	Complete	group9	13440598	13540278	+	9096	1860
8200at8509	Complete	group1	195178829	195536853	+	9672	1897
57369at8509	Complete	group1	106361079	106501016	+	8293	1888
22992at8509	Complete	group10	32126086	32345850	+	9603	1870
54136at8509	Complete	group3	12024533	12049185	+	6408	1821
56035at8509	Complete	group3	149488878	149562934	-	4754	1776
33851at8509	Complete	group8	85666480	85792204	-	6981	1863
10156at8509	Complete	group4	182950846	182970720	-	9443	1848
11735at8509	Complete	group7	50064029	50143698	-	9589	1880
48457at8509	Complete	group7	57510704	57546375	+	6281	1893
36080at8509	Complete	group6	117045959	117172676	-	8286	1862
10740at8509	Complete	group7	19579785	19832966	-	9572	1864
15796at8509	Complete	group15	13624995	13756583	-	8844	1872
18906at8509	Complete	group4	140150248	140251431	-	9593	1872
28509at8509	Complete	group1	108187424	108299729	+	8010	1808
35217at8509	Complete	group2	119719298	120079587	+	9259	1843
44494at8509	Complete	group4	147998010	148111716	-	7803	1829
40751at8509	Complete	group8	127929508	128041405	-	7963	1811
47304at8509	Complete	group12	43067238	43134247	+	9344	1818
10622at8509	Complete	group1	69248995	69317881	-	9245	1845
20238at8509	Complete	group1	59339855	59404069	-	5892	907
23264at8509	Complete	group8	14503021	14573075	+	9665	1867
28883at8509	Complete	group3	70178365	70233773	-	9382	1816
26476at8509	Complete	group5	108468095	108537705	-	8856	1838
57208at8509	Complete	group6	42754934	42818834	-	7279	1760
16029at8509	Complete	group2	85819247	85868564	+	8907	1841
30968at8509	Complete	group2	159164942	159346495	+	8520	1822
60412at8509	Complete	group2	113020833	113124909	-	8150	1780
40241at8509	Complete	group2	182145406	182214679	-	9123	1803
34435at8509	Complete	group2	197483023	197490227	-	7398	1728
50210at8509	Complete	group3	107046730	107054212	-	5684	1440
24197at8509	Complete	group4	40646498	40745998	+	8756	1808
35996at8509	Complete	group7	37178471	37560055	-	9283	1242
44326at8509	Complete	group1	80933774	80965468	-	8695	1812
8116at8509	Complete	group8	129543358	129691089	+	2661	893
19309at8509	Complete	group4	20272522	20417605	+	9071	1819
18376at8509	Complete	group10	25243990	25375935	-	9197	370
40970at8509	Complete	group2	153136628	153184350	+	8137	1776
27112at8509	Complete	group2	118630622	118718683	-	9438	1818
54863at8509	Complete	group3	141135495	141181547	-	7145	1530
39873at8509	Complete	group2	58804186	58838867	+	6697	1806
40064at8509	Complete	group6	56510209	56575526	+	3270	1821
54236at8509	Complete	group3	103751970	103771561	-	8087	1774
58822at8509	Complete	group6	64462033	64509052	-	8912	1843
12283at8509	Complete	group4	183289167	183333470	+	8338	1804
55855at8509	Complete	group2	88331399	88391898	-	5136	1698
40031at8509	Complete	group5	99211866	99349828	+	7220	1794
47157at8509	Complete	group5	52821924	52887773	-	8809	1791
48742at8509	Complete	group1	94898331	95126841	-	5774	1752
24557at8509	Complete	group1	39316662	39370542	-	9143	1737
19843at8509	Complete	group1	154140839	154194932	-	8770	1792
58889at8509	Complete	group5	155840221	156005985	-	7882	1778
20367at8509	Complete	group16	1831217	1879274	+	8956	1768
31595at8509	Complete	group14	10707476	10775054	-	8472	1757
42379at8509	Complete	group3	53656661	53697021	+	6090	1677
20444at8509	Complete	group2	51863854	51950088	+	9135	1781
44869at8509	Complete	group4	23400678	23491187	-	5837	1756
43507at8509	Complete	group10	68463984	68494582	-	4266	1784
46329at8509	Complete	group4	101929507	101988033	+	7412	1738
8680at8509	Complete	group8	127850947	127913540	-	8145	1768
27651at8509	Complete	group12	51295349	51434102	+	7646	1773
33489at8509	Complete	group9	41159502	41317077	+	8641	1752
28735at8509	Complete	group7	55705382	55765745	+	8663	1772
44428at8509	Complete	group5	171286411	171317619	-	7579	1743
42621at8509	Complete	group2	37080085	37142106	+	7517	1754
40082at8509	Complete	group7	25929016	25996599	-	8177	1798
55359at8509	Complete	group5	181085406	181119861	+	4685	1762
55377at8509	Complete	group3	67645602	67673451	+	5325	1678
31824at8509	Complete	group4	65704611	65764845	-	9040	1754
23571at8509	Complete	group7	57139155	57210268	+	8855	1737
5030at8509	Complete	group2	154126847	154212592	-	8305	1716
56290at8509	Complete	group6	126643811	126842031	+	5989	1765
15193at8509	Complete	group9	51273725	51346867	+	8501	1747
36127at8509	Complete	group4	181723328	181848078	-	7560	1726
54853at8509	Complete	group3	19199938	19221845	-	5788	848
25160at8509	Complete	group3	127876325	127912094	+	6860	1689
11309at8509	Complete	group9	80827654	80857719	-	8980	1726
41411at8509	Complete	group4	187579380	187610874	-	4090	1582
2346at8509	Complete	group7	76904359	77084581	-	6943	1674
24781at8509	Complete	group8	71843997	71918956	+	8686	1735
44829at8509	Complete	group4	154875789	154930165	-	8075	1727
47667at8509	Complete	group1	84789761	85123422	+	8293	1648
54370at8509	Complete	group6	112061457	112087935	-	6174	1683
33809at8509	Complete	group3	73456398	73468204	-	8271	1701
56713at8509	Complete	ptg000672l	550846	584284	-	8587	1474
20100at8509	Complete	group2	161489410	161565386	+	8357	1717
35827at8509	Complete	group6	128313701	128401757	+	6898	1703
46228at8509	Complete	group3	167262604	167291885	+	5029	683
60774at8509	Complete	group4	102259882	102514639	-	8843	1701
29695at8509	Complete	group7	98470629	98599314	-	8670	1710
28260at8509	Complete	group5	24628186	24681057	-	8282	1700
32430at8509	Complete	group6	13200203	13286772	-	8370	1711
23420at8509	Complete	group2	137573680	137599446	+	8682	1687
25837at8509	Complete	group6	3371363	3438156	-	7510	1708
17167at8509	Complete	group12	69457703	69497296	-	7032	1682
44021at8509	Complete	group6	69964498	69987042	-	7055	1684
52267at8509	Complete	group2	119115031	119247195	+	5325	1677
36814at8509	Complete	group3	106968568	106982100	-	5698	1651
40809at8509	Complete	group4	110045292	110152823	-	5904	457
20190at8509	Complete	group2	199205680	199254714	-	8487	1687
20652at8509	Complete	group7	15222686	15261910	+	7248	1687
6535at8509	Complete	group9	100926197	101031690	+	8700	1673
10093at8509	Complete	group9	132408	190053	-	7567	1668
42959at8509	Complete	group11	13086975	13151339	+	7572	1670
52322at8509	Complete	group1	143374097	143386599	-	7756	1676
26643at8509	Complete	group9	17433791	17500751	-	8570	1676
37902at8509	Complete	group8	80418271	80478955	-	8551	1684
47186at8509	Complete	group4	4038436	4209992	+	5061	1538
27360at8509	Complete	group3	143387529	143420725	-	5900	1673
56064at8509	Complete	group3	134559230	134575783	+	5913	1620
14656at8509	Complete	group1	52559491	52644911	+	7477	1656
28358at8509	Complete	group7	50675277	50764083	+	8003	1681
59632at8509	Complete	group2	55999706	56019407	-	3997	1490
7255at8509	Complete	group6	35199871	35287092	-	7022	804
15138at8509	Complete	group3	115790961	115846701	-	8500	1677
60538at8509	Complete	group2	38659650	38721310	+	8438	1654
35559at8509	Complete	group7	58691616	58831091	-	6875	1679
60912at8509	Complete	group4	102515475	102681760	+	8260	1675
44765at8509	Complete	group2	38300604	38382461	+	7848	1701
14097at8509	Complete	group1	154261179	154521980	+	7809	1569
32674at8509	Complete	group7	61656179	61704242	-	7138	1622
4683at8509	Complete	group11	57479852	57794723	+	8916	1658
60219at8509	Complete	group16	3617561	3632014	+	6230	1484
23102at8509	Complete	group5	39684531	39843410	-	8096	1658
45489at8509	Complete	group1	27399867	27465325	-	8139	1627
40467at8509	Complete	group2	145028484	145130175	-	7546	1631
28627at8509	Complete	group3	54361330	54431708	-	7623	1643
34783at8509	Complete	group10	89418654	89608365	-	8235	1649
49341at8509	Complete	group7	101819151	101885643	-	7883	1626
12455at8509	Complete	group4	117071984	117144574	+	8152	1638
52549at8509	Complete	group5	143070269	143124761	-	8565	1640
48458at8509	Complete	group3	54450342	54484938	-	3045	1569
14978at8509	Complete	group9	90431042	90591831	+	8324	800
39104at8509	Complete	group3	75003772	75031090	-	7027	1621
40673at8509	Complete	group1	241732630	241787885	+	6715	1649
48164at8509	Complete	group3	181790985	181818456	-	7444	1591
9839at8509	Complete	group1	184340463	184435774	+	8388	1629
31594at8509	Complete	group9	22547833	22620961	-	7922	1606
52052at8509	Complete	group7	6653771	6691511	+	7386	1581
19868at8509	Complete	group9	28944723	29195457	+	8488	1592
29534at8509	Complete	group2	130337572	130452704	-	6883	1604
32891at8509	Complete	group8	91056289	91100302	-	5467	1556
42898at8509	Complete	group3	182861016	182949981	-	5549	1180
51683at8509	Complete	group6	130665976	130970472	+	6474	1611
40288at8509	Complete	group1	49983733	50079141	-	6826	1571
54956at8509	Complete	group2	6984983	7091246	+	7761	1572
34551at8509	Complete	group4	133766257	133938940	+	7975	1609
34984at8509	Complete	group1	203955471	203991392	-	7080	1601
11829at8509	Complete	group2	148645498	148723876	-	8227	1611
31150at8509	Complete	group1	191979072	192060284	+	8085	1610
40039at8509	Complete	group14	5465486	5515303	-	7582	1582
31721at8509	Complete	group12	27115261	27120145	+	7702	1582
32813at8509	Complete	group5	149953760	149975815	+	8339	1498
59660at8509	Complete	group4	81125472	81157419	+	7220	1577
22126at8509	Complete	group11	90782866	91100190	-	7438	1609
22665at8509	Complete	group9	44919734	44969328	+	8336	1604
51587at8509	Complete	group2	171552512	171690801	+	7328	1529
12346at8509	Complete	group1	69386461	69509939	+	7699	1600
49746at8509	Complete	group7	107659053	107724463	-	4365	1599
41316at8509	Complete	group3	143216318	143237898	+	6627	1557
18507at8509	Complete	group10	69363245	69378502	-	7495	1599
38066at8509	Complete	group8	99913589	100084822	+	5689	1532
51535at8509	Complete	group3	91774288	91779067	-	7004	1585
28797at8509	Complete	group3	134233218	134251124	-	5075	1608
2478at8509	Complete	group1	229837016	229907432	-	7888	1529
53719at8509	Complete	group3	172491761	172507066	-	5066	1381
44406at8509	Complete	group1	63315742	63367918	-	7022	1595
50026at8509	Complete	group12	58518262	58555760	+	7713	1582
17424at8509	Complete	group10	32840415	32913908	-	8032	1585
18036at8509	Complete	group9	18314388	18343867	-	7725	1545
59432at8509	Complete	group9	104713424	104819942	-	6850	823
54551at8509	Complete	group8	115285207	115334746	+	7700	1093
27825at8509	Complete	group6	14008322	14069095	+	6819	1479
58121at8509	Complete	group3	51210965	51237201	+	6312	1619
26607at8509	Complete	group9	7377473	7439172	+	7763	1573
38766at8509	Complete	group7	15009172	15078820	+	7315	1569
19897at8509	Complete	group5	173171860	173393156	+	7998	1574
22121at8509	Complete	group4	120458421	120596082	+	7217	1572
38064at8509	Complete	group11	39590240	39654037	+	7952	1565
57892at8509	Complete	group3	172576361	172648973	+	5779	1384
13764at8509	Complete	group5	51173824	51219483	-	6715	1560
41595at8509	Complete	group2	54824728	54868441	-	7344	1549
25132at8509	Complete	group8	100705576	100881545	+	7019	1430
50079at8509	Complete	group5	87888216	87989300	+	7793	1557
60295at8509	Complete	group3	18528243	18552079	-	7717	1471
39275at8509	Complete	group7	59792983	59834928	+	7546	1552
45066at8509	Complete	group8	49954434	49969822	+	3034	1343
26164at8509	Complete	group9	43672430	43705307	-	6487	1521
34937at8509	Complete	group11	92018401	92439152	+	7903	1563
53920at8509	Complete	group7	73321761	73377751	-	7573	1535
14613at8509	Complete	group1	169847721	169916588	-	7373	1521
52868at8509	Complete	group5	9093271	9349448	+	7266	1535
41901at8509	Complete	group2	55917160	55921777	-	4293	1552
33424at8509	Complete	group9	16190071	16220009	-	5423	1537
49142at8509	Complete	group5	122988620	123040144	-	6954	1509
7765at8509	Complete	group2	55744160	55904398	+	7657	1424
28938at8509	Complete	group9	29347409	29371010	+	7360	1523
21447at8509	Complete	group9	8783237	8837470	+	7141	1470
